ENSG00000000003 ENST00000373020
ENSG00000182450 ENST00000539216
ENSG00000182459 ENST00000333437
ENSG00000182463 ENST00000371497
ENSG00000182472 ENST00000328867
ENSG00000182473 ENST00000335146
ENSG00000182489 ENST00000372956
ENSG00000182492 ENST00000331595
ENSG00000182504 ENST00000341893
ENSG00000182508 ENST00000371968
ENSG00000182511 ENST00000328850
ENSG00000182512 ENST00000331334
ENSG00000182518 ENST00000425133
ENSG00000182521 ENST00000247219
ENSG00000182533 ENST00000343849
ENSG00000182534 ENST00000355797
ENSG00000182541 ENST00000340552
ENSG00000182544 ENST00000534842
ENSG00000182545 ENST00000328444
ENSG00000182551 ENST00000327435
ENSG00000182552 ENST00000326397
ENSG00000182557 ENST00000355530
ENSG00000182566 ENST00000328853
ENSG00000182568 ENST00000417717
ENSG00000182575 ENST00000328741
ENSG00000182578 ENST00000286301
ENSG00000182580 ENST00000330394
ENSG00000182584 ENST00000330271
ENSG00000182585 ENST00000413830
ENSG00000182591 ENST00000332378
ENSG00000182600 ENST00000409230
ENSG00000182601 ENST00000331351
ENSG00000182606 ENST00000327628
ENSG00000182612 ENST00000574882
ENSG00000182613 ENST00000328275
ENSG00000182621 ENST00000338037
ENSG00000182628 ENST00000330137
ENSG00000182631 ENST00000330120
ENSG00000182634 ENST00000330487
ENSG00000182645 ENST00000333254
ENSG00000182667 ENST00000425719
ENSG00000182670 ENST00000399017
ENSG00000182674 ENST00000523207
ENSG00000182676 ENST00000330261
ENSG00000182685 ENST00000328540
ENSG00000182687 ENST00000329003
ENSG00000182698 ENST00000333527
ENSG00000182700 ENST00000333305
ENSG00000182704 ENST00000527881
ENSG00000182712 ENST00000369484
ENSG00000182718 ENST00000332680
ENSG00000182732 ENST00000553525
ENSG00000182742 ENST00000332503
ENSG00000182747 ENST00000331858
ENSG00000182749 ENST00000374296
ENSG00000182752 ENST00000328252
ENSG00000182759 ENST00000333480
ENSG00000182771 ENST00000327946
ENSG00000182774 ENST00000330244
ENSG00000182791 ENST00000333861
ENSG00000182795 ENST00000359470
ENSG00000182798 ENST00000400004
ENSG00000182809 ENST00000483017
ENSG00000182810 ENST00000332395
ENSG00000182816 ENST00000399889
ENSG00000182827 ENST00000366812
ENSG00000182831 ENST00000327827
ENSG00000182836 ENST00000377801
ENSG00000182853 ENST00000328739
ENSG00000182854 ENST00000332238
ENSG00000182858 ENST00000330817
ENSG00000182866 ENST00000336890
ENSG00000182870 ENST00000397325
ENSG00000182871 ENST00000359759
ENSG00000182872 ENST00000329236
ENSG00000182885 ENST00000333493
ENSG00000182890 ENST00000328078
ENSG00000182896 ENST00000330767
ENSG00000182898 ENST00000368806
ENSG00000182899 ENST00000464167
ENSG00000182901 ENST00000366565
ENSG00000182902 ENST00000327451
ENSG00000182903 ENST00000511833
ENSG00000182916 ENST00000332431
ENSG00000182919 ENST00000331239
ENSG00000182923 ENST00000337090
ENSG00000182931 ENST00000335769
ENSG00000182934 ENST00000332118
ENSG00000182938 ENST00000328801
ENSG00000182944 ENST00000414183
ENSG00000182950 ENST00000332145
ENSG00000182952 ENST00000377575
ENSG00000182957 ENST00000424834
ENSG00000182963 ENST00000426548
ENSG00000182968 ENST00000330949
ENSG00000182973 ENST00000454516
ENSG00000182979 ENST00000331320
ENSG00000182983 ENST00000328199
ENSG00000182985 ENST00000331581
ENSG00000182986 ENST00000595635
ENSG00000182993 ENST00000330828
ENSG00000183010 ENST00000402252
ENSG00000183011 ENST00000333775
ENSG00000183018 ENST00000329078
ENSG00000183019 ENST00000333598
ENSG00000183020 ENST00000332231
ENSG00000183023 ENST00000403092
ENSG00000183024 ENST00000328890
ENSG00000183032 ENST00000331299
ENSG00000183034 ENST00000331427
ENSG00000183035 ENST00000329312
ENSG00000183036 ENST00000328619
ENSG00000183044 ENST00000396600
ENSG00000183048 ENST00000545862
ENSG00000183049 ENST00000619168
ENSG00000183060 ENST00000344791
ENSG00000183066 ENST00000328823
ENSG00000183067 ENST00000380588
ENSG00000183072 ENST00000329198
ENSG00000183077 ENST00000327898
ENSG00000183087 ENST00000327773
ENSG00000183090 ENST00000329798
ENSG00000183091 ENST00000618972
ENSG00000183092 ENST00000443071
ENSG00000183098 ENST00000377047
ENSG00000183111 ENST00000333677
ENSG00000183114 ENST00000332947
ENSG00000183117 ENST00000520002
ENSG00000183128 ENST00000369783
ENSG00000183134 ENST00000332539
ENSG00000183137 ENST00000517392
ENSG00000183145 ENST00000329553
ENSG00000183150 ENST00000540510
ENSG00000183153 ENST00000578689
ENSG00000183155 ENST00000367262
ENSG00000183160 ENST00000392806
ENSG00000183161 ENST00000327470
ENSG00000183166 ENST00000395275
ENSG00000183172 ENST00000331479
ENSG00000183185 ENST00000621172
ENSG00000183186 ENST00000332235
ENSG00000183196 ENST00000332272
ENSG00000183207 ENST00000595090
ENSG00000183208 ENST00000558017
ENSG00000183230 ENST00000433211
ENSG00000183248 ENST00000618550
ENSG00000183251 ENST00000380224
ENSG00000183255 ENST00000330938
ENSG00000183258 ENST00000507955
ENSG00000183260 ENST00000369916
ENSG00000183269 ENST00000537935
ENSG00000183273 ENST00000327554
ENSG00000183287 ENST00000439986
ENSG00000183291 ENST00000331835
ENSG00000183303 ENST00000329434
ENSG00000183307 ENST00000331437
ENSG00000183309 ENST00000501748
ENSG00000183313 ENST00000332249
ENSG00000183317 ENST00000373048
ENSG00000183318 ENST00000328794
ENSG00000183323 ENST00000396496
ENSG00000183324 ENST00000331090
ENSG00000183337 ENST00000378444
ENSG00000183340 ENST00000332349
ENSG00000183346 ENST00000330194
ENSG00000183347 ENST00000370456
ENSG00000183354 ENST00000399933
ENSG00000183378 ENST00000533663
ENSG00000183379 ENST00000331628
ENSG00000183386 ENST00000373016
ENSG00000183389 ENST00000330728
ENSG00000183395 ENST00000329406
ENSG00000183396 ENST00000330862
ENSG00000183397 ENST00000329493
ENSG00000183401 ENST00000588790
ENSG00000183421 ENST00000332512
ENSG00000183423 ENST00000594814
ENSG00000183431 ENST00000373019
ENSG00000183434 ENST00000310125
ENSG00000183454 ENST00000396573
ENSG00000183463 ENST00000332715
ENSG00000183475 ENST00000332783
ENSG00000183476 ENST00000328828
ENSG00000183479 ENST00000330912
ENSG00000183484 ENST00000329797
ENSG00000183486 ENST00000330714
ENSG00000183495 ENST00000389562
ENSG00000183496 ENST00000329713
ENSG00000183508 ENST00000369448
ENSG00000183513 ENST00000328709
ENSG00000183520 ENST00000373014
ENSG00000183527 ENST00000331573
ENSG00000183530 ENST00000327423
ENSG00000183542 ENST00000309384
ENSG00000183559 ENST00000329446
ENSG00000183560 ENST00000328458
ENSG00000183570 ENST00000400314
ENSG00000183571 ENST00000378919
ENSG00000183576 ENST00000331768
ENSG00000183578 ENST00000327536
ENSG00000183579 ENST00000544604
ENSG00000183580 ENST00000504595
ENSG00000183597 ENST00000456048
ENSG00000183605 ENST00000355697
ENSG00000183607 ENST00000328895
ENSG00000183615 ENST00000373582
ENSG00000183617 ENST00000330133
ENSG00000183621 ENST00000442986
ENSG00000183624 ENST00000383463
ENSG00000183625 ENST00000545097
ENSG00000183631 ENST00000371125
ENSG00000183638 ENST00000382483
ENSG00000183640 ENST00000329621
ENSG00000183644 ENST00000332814
ENSG00000183647 ENST00000332854
ENSG00000183648 ENST00000329559
ENSG00000183654 ENST00000332432
ENSG00000183655 ENST00000337975
ENSG00000183662 ENST00000478136
ENSG00000183665 ENST00000328599
ENSG00000183671 ENST00000612892
ENSG00000183684 ENST00000505490
ENSG00000183688 ENST00000329099
ENSG00000183690 ENST00000420999
ENSG00000183691 ENST00000332822
ENSG00000183695 ENST00000329773
ENSG00000183696 ENST00000331803
ENSG00000183715 ENST00000331898
ENSG00000183718 ENST00000611618
ENSG00000183722 ENST00000379589
ENSG00000183723 ENST00000330687
ENSG00000183726 ENST00000374358
ENSG00000183729 ENST00000331251
ENSG00000183733 ENST00000332372
ENSG00000183734 ENST00000331289
ENSG00000183735 ENST00000331710
ENSG00000183741 ENST00000407418
ENSG00000183742 ENST00000400331
ENSG00000183751 ENST00000568546
ENSG00000183760 ENST00000331256
ENSG00000183762 ENST00000327813
ENSG00000183763 ENST00000331456
ENSG00000183770 ENST00000330315
ENSG00000183773 ENST00000399167
ENSG00000183775 ENST00000507359
ENSG00000183778 ENST00000398714
ENSG00000183779 ENST00000331569
ENSG00000183780 ENST00000366618
ENSG00000183783 ENST00000360029
ENSG00000183784 ENST00000382387
ENSG00000183785 ENST00000330423
ENSG00000183798 ENST00000332312
ENSG00000183801 ENST00000329293
ENSG00000183807 ENST00000368557
ENSG00000183808 ENST00000399300
ENSG00000183813 ENST00000330953
ENSG00000183814 ENST00000328205
ENSG00000183826 ENST00000481247
ENSG00000183828 ENST00000392568
ENSG00000183831 ENST00000333279
ENSG00000183833 ENST00000273390
ENSG00000183837 ENST00000593810
ENSG00000183840 ENST00000329321
ENSG00000183844 ENST00000357985
ENSG00000183850 ENST00000597761
ENSG00000183853 ENST00000359209
ENSG00000183856 ENST00000361170
ENSG00000183862 ENST00000329903
ENSG00000183864 ENST00000327492
ENSG00000183873 ENST00000413689
ENSG00000183876 ENST00000328668
ENSG00000183878 ENST00000545955
ENSG00000183888 ENST00000329454
ENSG00000183891 ENST00000333610
ENSG00000183908 ENST00000497933
ENSG00000183914 ENST00000572933
ENSG00000183918 ENST00000371139
ENSG00000183921 ENST00000602312
ENSG00000183955 ENST00000402868
ENSG00000183960 ENST00000328405
ENSG00000183963 ENST00000619644
ENSG00000183971 ENST00000329610
ENSG00000183977 ENST00000389050
ENSG00000183978 ENST00000328434
ENSG00000183979 ENST00000333383
ENSG00000184005 ENST00000328299
ENSG00000184007 ENST00000602725
ENSG00000184012 ENST00000398585
ENSG00000184014 ENST00000328194
ENSG00000184022 ENST00000330500
ENSG00000184029 ENST00000328264
ENSG00000184032 ENST00000330798
ENSG00000184047 ENST00000443649
ENSG00000184056 ENST00000333371
ENSG00000184058 ENST00000332710
ENSG00000184060 ENST00000330889
ENSG00000184076 ENST00000330029
ENSG00000184083 ENST00000375180
ENSG00000184108 ENST00000332517
ENSG00000184113 ENST00000406028
ENSG00000184117 ENST00000216121
ENSG00000184140 ENST00000328882
ENSG00000184144 ENST00000331830
ENSG00000184148 ENST00000328051
ENSG00000184154 ENST00000307198
ENSG00000184155 ENST00000334857
ENSG00000184156 ENST00000388996
ENSG00000184160 ENST00000330055
ENSG00000184162 ENST00000420605
ENSG00000184163 ENST00000330388
ENSG00000184164 ENST00000404488
ENSG00000184166 ENST00000331459
ENSG00000184178 ENST00000401642
ENSG00000184182 ENST00000612130
ENSG00000184194 ENST00000332582
ENSG00000184203 ENST00000618156
ENSG00000184205 ENST00000375442
ENSG00000184207 ENST00000333503
ENSG00000184208 ENST00000402966
ENSG00000184209 ENST00000412157
ENSG00000184210 ENST00000333026
ENSG00000184216 ENST00000369980
ENSG00000184220 ENST00000421999
ENSG00000184221 ENST00000382348
ENSG00000184226 ENST00000377865
ENSG00000184232 ENST00000328965
ENSG00000184254 ENST00000329841
ENSG00000184258 ENST00000370532
ENSG00000184260 ENST00000331380
ENSG00000184261 ENST00000327876
ENSG00000184270 ENST00000331128
ENSG00000184271 ENST00000389243
ENSG00000184277 ENST00000333202
ENSG00000184281 ENST00000333256
ENSG00000184292 ENST00000371225
ENSG00000184293 ENST00000621400
ENSG00000184302 ENST00000327720
ENSG00000184304 ENST00000331968
ENSG00000184305 ENST00000509176
ENSG00000184307 ENST00000330212
ENSG00000184313 ENST00000421030
ENSG00000184321 ENST00000332043
ENSG00000184343 ENST00000370101
ENSG00000184344 ENST00000329913
ENSG00000184345 ENST00000333127
ENSG00000184347 ENST00000332966
ENSG00000184349 ENST00000333274
ENSG00000184350 ENST00000389832
ENSG00000184351 ENST00000390689
ENSG00000184357 ENST00000331442
ENSG00000184361 ENST00000331780
ENSG00000184363 ENST00000331563
ENSG00000184368 ENST00000379643
ENSG00000184371 ENST00000329608
ENSG00000184374 ENST00000332843
ENSG00000184378 ENST00000330368
ENSG00000184381 ENST00000332509
ENSG00000184384 ENST00000524717
ENSG00000184389 ENST00000442999
ENSG00000184394 ENST00000333629
ENSG00000184402 ENST00000331758
ENSG00000184408 ENST00000331113
ENSG00000184428 ENST00000329245
ENSG00000184432 ENST00000333188
ENSG00000184434 ENST00000380055
ENSG00000184436 ENST00000215742
ENSG00000184445 ENST00000333479
ENSG00000184451 ENST00000332438
ENSG00000184454 ENST00000374392
ENSG00000184459 ENST00000397452
ENSG00000184465 ENST00000448612
ENSG00000184470 ENST00000400521
ENSG00000184471 ENST00000328449
ENSG00000184478 ENST00000329564
ENSG00000184481 ENST00000374259
ENSG00000184486 ENST00000328345
ENSG00000184489 ENST00000329397
ENSG00000184497 ENST00000375353
ENSG00000184502 ENST00000329402
ENSG00000184507 ENST00000537011
ENSG00000184508 ENST00000394272
ENSG00000184515 ENST00000543160
ENSG00000184517 ENST00000393430
ENSG00000184524 ENST00000330106
ENSG00000184530 ENST00000329722
ENSG00000184544 ENST00000330255
ENSG00000184557 ENST00000330871
ENSG00000184560 ENST00000333870
ENSG00000184564 ENST00000400286
ENSG00000184571 ENST00000332271
ENSG00000184574 ENST00000329858
ENSG00000184575 ENST00000332707
ENSG00000184584 ENST00000330794
ENSG00000184588 ENST00000329654
ENSG00000184599 ENST00000369630
ENSG00000184601 ENST00000331952
ENSG00000184602 ENST00000329565
ENSG00000184611 ENST00000332142
ENSG00000184613 ENST00000437801
ENSG00000184619 ENST00000331336
ENSG00000184634 ENST00000374080
ENSG00000184635 ENST00000343769
ENSG00000184640 ENST00000427177
ENSG00000184647 ENST00000328655
ENSG00000184650 ENST00000328248
ENSG00000184661 ENST00000330560
ENSG00000184672 ENST00000517638
ENSG00000184675 ENST00000330258
ENSG00000184677 ENST00000404138
ENSG00000184678 ENST00000369155
ENSG00000184698 ENST00000328611
ENSG00000184702 ENST00000455784
ENSG00000184708 ENST00000397525
ENSG00000184709 ENST00000371542
ENSG00000184716 ENST00000319327
ENSG00000184719 ENST00000331772
ENSG00000184724 ENST00000329122
ENSG00000184730 ENST00000564831
ENSG00000184731 ENST00000327669
ENSG00000184735 ENST00000327968
ENSG00000184743 ENST00000398868
ENSG00000184752 ENST00000327772
ENSG00000184785 ENST00000330288
ENSG00000184786 ENST00000366774
ENSG00000184787 ENST00000345496
ENSG00000184788 ENST00000509231
ENSG00000184792 ENST00000332585
ENSG00000184811 ENST00000333813
ENSG00000184828 ENST00000588982
ENSG00000184831 ENST00000379226
ENSG00000184838 ENST00000407149
ENSG00000184840 ENST00000332598
ENSG00000184845 ENST00000393752
ENSG00000184857 ENST00000333050
ENSG00000184860 ENST00000328945
ENSG00000184863 ENST00000401878
ENSG00000184867 ENST00000328766
ENSG00000184895 ENST00000383070
ENSG00000184897 ENST00000333762
ENSG00000184898 ENST00000331426
ENSG00000184900 ENST00000411651
ENSG00000184903 ENST00000405709
ENSG00000184916 ENST00000331782
ENSG00000184922 ENST00000331495
ENSG00000184924 ENST00000328379
ENSG00000184925 ENST00000371633
ENSG00000184933 ENST00000332601
ENSG00000184937 ENST00000332351
ENSG00000184939 ENST00000570495
ENSG00000184949 ENST00000355830
ENSG00000184954 ENST00000327335
ENSG00000184956 ENST00000421673
ENSG00000184967 ENST00000330579
ENSG00000184983 ENST00000498737
ENSG00000184984 ENST00000383263
ENSG00000184985 ENST00000507866
ENSG00000184986 ENST00000392519
ENSG00000184988 ENST00000612339
ENSG00000184990 ENST00000329967
ENSG00000184992 ENST00000341446
ENSG00000184995 ENST00000448696
ENSG00000184999 ENST00000332793
ENSG00000185000 ENST00000528718
ENSG00000185002 ENST00000332958
ENSG00000185008 ENST00000487694
ENSG00000185009 ENST00000355264
ENSG00000185010 ENST00000360256
ENSG00000185013 ENST00000359846
ENSG00000185015 ENST00000321764
ENSG00000185019 ENST00000217173
ENSG00000185022 ENST00000338483
ENSG00000185024 ENST00000547530
ENSG00000185028 ENST00000328278
ENSG00000185033 ENST00000411539
ENSG00000185038 ENST00000610772
ENSG00000185040 ENST00000632547
ENSG00000185043 ENST00000612800
ENSG00000185046 ENST00000547776
ENSG00000185049 ENST00000382882
ENSG00000185052 ENST00000328041
ENSG00000185053 ENST00000382080
ENSG00000185055 ENST00000480514
ENSG00000185056 ENST00000340147
ENSG00000185069 ENST00000332411
ENSG00000185070 ENST00000330753
ENSG00000185085 ENST00000330574
ENSG00000185087 ENST00000332908
ENSG00000185088 ENST00000330964
ENSG00000185090 ENST00000373045
ENSG00000185100 ENST00000332972
ENSG00000185101 ENST00000332826
ENSG00000185104 ENST00000396153
ENSG00000185105 ENST00000409745
ENSG00000185112 ENST00000329759
ENSG00000185115 ENST00000332303
ENSG00000185122 ENST00000528838
ENSG00000185127 ENST00000332290
ENSG00000185129 ENST00000331327
ENSG00000185133 ENST00000331075
ENSG00000185149 ENST00000329476
ENSG00000185155 ENST00000542034
ENSG00000185156 ENST00000329805
ENSG00000185163 ENST00000397333
ENSG00000185187 ENST00000431843
ENSG00000185189 ENST00000442628
ENSG00000185198 ENST00000613411
ENSG00000185215 ENST00000560869
ENSG00000185219 ENST00000396077
ENSG00000185220 ENST00000329291
ENSG00000185222 ENST00000372661
ENSG00000185231 ENST00000327606
ENSG00000185236 ENST00000328024
ENSG00000185238 ENST00000331079
ENSG00000185245 ENST00000329125
ENSG00000185246 ENST00000355765
ENSG00000185250 ENST00000440797
ENSG00000185252 ENST00000611540
ENSG00000185261 ENST00000329378
ENSG00000185262 ENST00000327490
ENSG00000185264 ENST00000405091
ENSG00000185267 ENST00000465530
ENSG00000185269 ENST00000409678
ENSG00000185271 ENST00000344581
ENSG00000185272 ENST00000400577
ENSG00000185274 ENST00000333538
ENSG00000185278 ENST00000367701
ENSG00000185290 ENST00000329309
ENSG00000185291 ENST00000331035
ENSG00000185294 ENST00000329196
ENSG00000185298 ENST00000329214
ENSG00000185303 ENST00000372325
ENSG00000185305 ENST00000504924
ENSG00000185306 ENST00000543942
ENSG00000185313 ENST00000449082
ENSG00000185324 ENST00000353379
ENSG00000185332 ENST00000332900
ENSG00000185338 ENST00000332029
ENSG00000185339 ENST00000215838
ENSG00000185340 ENST00000618518
ENSG00000185344 ENST00000330342
ENSG00000185345 ENST00000366898
ENSG00000185347 ENST00000392522
ENSG00000185352 ENST00000376705
ENSG00000185359 ENST00000329138
ENSG00000185361 ENST00000536716
ENSG00000185372 ENST00000329365
ENSG00000185379 ENST00000590016
ENSG00000185385 ENST00000327462
ENSG00000185386 ENST00000330651
ENSG00000185404 ENST00000415673
ENSG00000185418 ENST00000335968
ENSG00000185420 ENST00000490107
ENSG00000185432 ENST00000548553
ENSG00000185436 ENST00000327535
ENSG00000185437 ENST00000333634
ENSG00000185442 ENST00000327355
ENSG00000185448 ENST00000346193
ENSG00000185453 ENST00000614654
ENSG00000185467 ENST00000327442
ENSG00000185475 ENST00000333449
ENSG00000185477 ENST00000609438
ENSG00000185480 ENST00000327680
ENSG00000185482 ENST00000332782
ENSG00000185483 ENST00000371079
ENSG00000185504 ENST00000327787
ENSG00000185507 ENST00000397566
ENSG00000185513 ENST00000418998
ENSG00000185515 ENST00000369462
ENSG00000185518 ENST00000394232
ENSG00000185522 ENST00000329451
ENSG00000185523 ENST00000332912
ENSG00000185527 ENST00000331056
ENSG00000185532 ENST00000373980
ENSG00000185551 ENST00000394166
ENSG00000185559 ENST00000341267
ENSG00000185561 ENST00000330676
ENSG00000185565 ENST00000490035
ENSG00000185585 ENST00000373580
ENSG00000185591 ENST00000327443
ENSG00000185594 ENST00000328504
ENSG00000185608 ENST00000333130
ENSG00000185610 ENST00000332700
ENSG00000185614 ENST00000333323
ENSG00000185615 ENST00000219406
ENSG00000185619 ENST00000362003
ENSG00000185624 ENST00000331483
